Timestamp,Seq,Uptime,Status,CO2,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,TempBoard,TempExt,TempSHT,TempBat,Lat,Lon,Alt,Fix,Sats,BatMV,PM1,PM2.5,PM10,Ozone,Hum,Press,TempBaro,Rad,HeatBat,HeatBrd,FusAlt,KalAlt,Roll,Pitch
33:58.4,SIM,85268,0x0000,413,-79,55,9845,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:59.0,SIM,85857,0x0000,407,14,-77,10062,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
33:59.7,SIM,86513,0x0000,398,-11,84,10037,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:00.3,SIM,87105,0x0000,397,81,-61,9704,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:00.9,SIM,87711,0x0000,408,-45,-75,10279,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:01.5,SIM,88325,0x0000,412,60,37,9422,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:02.1,SIM,88935,0x0000,411,61,-99,9676,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:02.7,SIM,89554,0x0000,405,79,86,10146,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:03.3,SIM,90169,0x0000,402,-57,-11,9737,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:04.0,SIM,90827,0x0000,408,29,27,9812,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:04.6,SIM,91454,0x0000,396,-32,-11,10276,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:05.2,SIM,92073,0x0000,396,3,-42,10098,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:05.9,SIM,92690,0x0000,398,19,-10,9808,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:06.5,SIM,93308,0x0000,411,-27,-8,9556,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:07.1,SIM,93921,0x0000,412,-6,-13,10276,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:07.8,SIM,94581,0x0000,411,-93,35,9398,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:08.4,SIM,95231,0x0000,405,-91,68,18747,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:09.0,SIM,95847,0x0000,408,87,15,18538,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:09.6,SIM,96450,0x0000,412,3,42,17161,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:10.2,SIM,97041,0x0000,405,43,-58,17283,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:10.8,SIM,97657,0x0000,411,0,-89,17596,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:11.4,SIM,98282,0x0000,396,44,62,18524,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:12.1,SIM,98944,0x0000,402,64,-11,17776,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:12.8,SIM,99661,0x0000,411,77,46,18957,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:13.4,SIM,100275,0x0000,400,-28,14,18487,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:14.1,SIM,100897,0x0000,400,66,2,18554,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:14.7,SIM,101518,0x0000,401,-87,-20,18949,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:15.3,SIM,102142,0x0000,399,52,80,18736,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:16.0,SIM,102799,0x0000,407,-57,-31,17769,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:16.6,SIM,103425,0x0000,412,-63,-59,18246,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:17.2,SIM,104040,0x0000,407,-86,60,18596,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:17.8,SIM,104665,0x0000,409,46,38,17787,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:18.4,SIM,105256,0x0000,403,47,-23,9537,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:19.0,SIM,105852,0x0000,395,-10,-9,9765,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:19.6,SIM,106449,0x0000,404,-63,-79,9368,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:20.3,SIM,107112,0x0000,399,-65,-83,10052,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:21.0,SIM,107808,0x0000,402,-4,-99,10247,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:21.6,SIM,108439,0x0000,399,-49,-27,9384,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:22.2,SIM,109045,0x0000,400,21,4,9864,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:22.8,SIM,109662,0x0000,396,-75,-74,9484,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:23.5,SIM,110281,0x0000,414,17,-42,9578,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:24.1,SIM,110898,0x0000,407,-4,-3,9452,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:24.7,SIM,111551,0x0000,413,-35,96,10074,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:25.4,SIM,112181,0x0000,401,4,-38,9313,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:26.0,SIM,112792,0x0000,403,35,95,9959,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:26.6,SIM,113418,0x0000,406,-71,-3,9361,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:27.2,SIM,114044,0x0000,412,86,56,9604,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:27.8,SIM,114662,0x0000,404,71,79,9361,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:28.5,SIM,115341,0x0000,399,-7,-56,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:29.1,SIM,115989,0x0000,399,84,58,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:29.7,SIM,116577,0x0000,398,41,76,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:30.3,SIM,117190,0x0000,405,-35,74,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:31.0,SIM,117803,0x0000,396,90,91,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:31.6,SIM,118416,0x0000,411,-12,-99,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:32.2,SIM,119031,0x0000,399,90,-20,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:32.8,SIM,119688,0x0000,406,-32,52,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:33.5,SIM,120305,0x0000,398,77,55,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:34.1,SIM,120921,0x0000,413,-84,2,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:34.7,SIM,121528,0x0000,400,-38,-74,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:35.3,SIM,122164,0x0000,415,13,-86,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:35.9,SIM,122784,0x0000,413,25,-98,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:36.6,SIM,123449,0x0000,415,71,16,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:37.2,SIM,124067,0x0000,411,78,-92,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:37.8,SIM,124682,0x0000,400,-50,-65,10250,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:38.5,SIM,125280,0x0000,408,11,13,9893,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:39.1,SIM,125876,0x0000,397,29,-43,9792,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:39.6,SIM,126470,0x0000,409,42,-56,9858,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:40.3,SIM,127079,0x0000,410,83,-99,9760,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:40.9,SIM,127735,0x0000,411,4,-90,10291,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:41.5,SIM,128349,0x0000,396,-85,12,9701,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:42.1,SIM,128961,0x0000,399,-51,-17,10102,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:42.8,SIM,129578,0x0000,402,14,-61,10116,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:43.4,SIM,130191,0x0000,399,88,-87,9759,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:44.0,SIM,130812,0x0000,402,-80,-41,9976,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:44.7,SIM,131476,0x0000,412,46,49,9542,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:45.3,SIM,132092,0x0000,396,93,22,9803,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:45.9,SIM,132717,0x0000,407,94,18,9981,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:46.5,SIM,133339,0x0000,411,84,59,9559,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:47.1,SIM,133953,0x0000,404,71,-51,9930,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:47.7,SIM,134575,0x0000,398,42,66,9770,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:48.4,SIM,135196,0x0000,396,76,-23,9302,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:49.0,SIM,135858,0x0000,411,-62,-26,8760,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:49.6,SIM,136453,0x0000,404,-7,85,6187,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:50.2,SIM,137049,0x0000,406,-7,-18,12083,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:50.9,SIM,137703,0x0000,411,55,-9,14286,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:51.5,SIM,138321,0x0000,401,0,26,14931,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:52.1,SIM,138935,0x0000,402,-40,-33,12530,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:52.7,SIM,139551,0x0000,402,-8,-86,12597,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:53.4,SIM,140222,0x0000,415,94,10,7623,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:54.0,SIM,140853,0x0000,396,-71,-24,5616,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:54.6,SIM,141475,0x0000,405,73,18,8384,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:55.3,SIM,142102,0x0000,410,56,-72,15725,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:55.9,SIM,142736,0x0000,396,52,57,15471,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:56.5,SIM,143374,0x0000,400,-81,-17,4750,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:57.2,SIM,144045,0x0000,409,-85,94,8890,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:57.8,SIM,144656,0x0000,415,67,-29,12384,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:58.4,SIM,145281,0x0000,398,-13,90,7093,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:59.0,SIM,145866,0x0000,410,13,62,9365,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
34:59.7,SIM,146481,0x0000,404,7,91,9937,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:00.3,SIM,147086,0x0000,396,54,91,9615,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:00.9,SIM,147728,0x0000,398,-35,21,9383,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:01.6,SIM,148404,0x0000,396,41,34,9895,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:02.2,SIM,149034,0x0000,405,13,77,9980,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:02.8,SIM,149669,0x0000,395,-91,23,9741,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:03.5,SIM,150296,0x0000,397,-55,29,9396,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:04.1,SIM,150942,0x0000,407,-71,-51,10231,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:04.7,SIM,151570,0x0000,414,41,-21,9942,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:05.4,SIM,152244,0x0000,409,-43,-53,10189,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:06.1,SIM,152883,0x0000,400,-6,98,9930,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:06.7,SIM,153514,0x0000,411,-76,-35,10054,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:07.4,SIM,154179,0x0000,399,18,-1,9585,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:08.0,SIM,154815,0x0000,403,18,-53,9778,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:08.6,SIM,155464,0x0000,409,81,80,10257,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:09.2,SIM,156069,0x0000,413,-20,0,10039,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:09.9,SIM,156719,0x0000,407,13,-76,9437,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:10.5,SIM,157325,0x0000,411,-6,85,9350,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:11.1,SIM,157965,0x0000,404,81,-83,9525,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:11.7,SIM,158593,0x0000,409,75,30,9475,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:12.4,SIM,159218,0x0000,395,76,28,9538,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:13.0,SIM,159849,0x0000,411,-49,-61,10016,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:13.7,SIM,160522,0x0000,403,-98,-42,10282,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:14.3,SIM,161154,0x0000,400,17,12,10040,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:14.9,SIM,161776,0x0000,403,-64,21,9413,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:15.6,SIM,162407,0x0000,401,74,-95,9694,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:16.3,SIM,163112,0x0000,402,-42,8,9653,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:16.9,SIM,163759,0x0000,405,61,-15,9691,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:17.5,SIM,164393,0x0000,407,2,-65,9473,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:18.2,SIM,165066,0x0000,404,99,-34,9364,0,0,0,0,0,0,6500,6000,6000,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,6000,12,0,0,50,50,0,0
35:18.8,SIM,165669,0x0000,402,-23,32,9998,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:19.4,SIM,166273,0x0000,408,0,-86,9866,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:20.0,SIM,166874,0x0000,412,-5,-12,10217,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:20.7,SIM,167506,0x0000,398,-98,-66,9352,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:21.3,SIM,168144,0x0000,408,53,-55,9340,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:22.0,SIM,168817,0x0000,412,36,-32,10100,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:22.6,SIM,169437,0x0000,405,53,75,9612,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
35:23.2,SIM,170067,0x0000,395,-65,-35,9736,0,0,0,0,0,0,3050,2467,2467,2800,351540000,1280981000,50,3,12,4200,5,10,15,20,5000,100725,2467,12,0,0,50,50,0,0
